"","metric","chr","pos","end","LOD","lod_thresh"
"32","% denovo","chr1",11515687,11515687,0.0255806106683907,3.26617838769416
"33","% denovo","chr1",11793253,11793253,0.00535799576313996,3.26617838769416
"34","% denovo","chr1",12740981,12740981,0.00535799576313996,3.26617838769416
"35","% denovo","chr1",12938444,12938444,0.0571601950030698,3.26617838769416
"36","% denovo","chr1",12994801,12994801,0.0571169882305137,3.26617838769416
"37","% denovo","chr1",13055719,13055719,0.0423402635876617,3.26617838769416
"38","% denovo","chr1",13073341,13073341,0.0423123342626507,3.26617838769416
"39","% denovo","chr1",13842623,13842623,0.0423123342626014,3.26617838769416
"40","% denovo","chr1",13855369,13855369,0.0198312293222754,3.26617838769416
"41","% denovo","chr1",13860415,13860415,0.0198134337507149,3.26617838769416
"42","% denovo","chr1",13890559,13890559,0.0172774182392149,3.26617838769416
"43","% denovo","chr1",14567972,14567972,0.0172774182392149,3.26617838769416
"44","% denovo","chr1",14576853,14576853,0.0738565867653639,3.26617838769416
"45","% denovo","chr1",14748117,14748117,0.0738565867653145,3.26617838769416
"46","% denovo","chr1",14753392,14753392,0.0258813948479648,3.26617838769416
"47","% denovo","chr1",14763878,14763878,0.0258813948479648,3.26617838769416
"48","% denovo","chr1",14797138,14797138,0.0258600044671762,3.26617838769416
"49","% denovo","chr1",14909034,14909034,0.0258600044671762,3.26617838769416
"50","% denovo","chr1",15206803,15206803,0.00991550597589622,3.26617838769416
"51","% denovo","chr1",15409882,15409882,0.00991550597589622,3.26617838769416
"52","% denovo","chr1",15508184,15508184,2.03201761034268e-05,3.26617838769416
"53","% denovo","chr1",15817404,15817404,2.03201761034268e-05,3.26617838769416
"54","% denovo","chr1",15981339,15981339,0.0294515123819267,3.26617838769416
"55","% denovo","chr1",16106636,16106636,0.0294027668664606,3.26617838769416
"56","% denovo","chr1",16724263,16724263,0.029402766895196,3.26617838769416
"57","% denovo","chr1",17255046,17255046,0.0294030542223938,3.26617838769416
"58","% denovo","chr1",17259053,17259053,0.0562641120526096,3.26617838769416
"59","% denovo","chr1",17395985,17395985,0.0562639687086058,3.26617838769416
"60","% denovo","chr1",18168753,18168753,0.0252942456096465,3.26617838769416
"61","% denovo","chr1",18496617,18496617,0.0481502963362625,3.26617838769416
"62","% denovo","chr1",18605609,18605609,0.0481150399846791,3.26617838769416
"63","% denovo","chr1",18790547,18790547,0.0481150399846791,3.26617838769416
"64","% denovo","chr1",18823698,18823698,0.048075556394549,3.26617838769416
"65","% denovo","chr1",18872023,18872023,0.048075556394549,3.26617838769416
"66","% denovo","chr1",20623542,20623542,0.0131753485235118,3.26617838769416
"67","% denovo","chr1",20633818,20633818,0.0131552141650719,3.26617838769416
"68","% denovo","chr1",20642132,20642132,0.0131552141650719,3.26617838769416
"69","% denovo","chr1",20775218,20775218,0.00128625937603152,3.26617838769416
"70","% denovo","chr1",20784227,20784227,0.000402598220638348,3.26617838769416
"71","% denovo","chr1",21591279,21591279,0.000402593244276602,3.26617838769416
"72","% denovo","chr1",21638464,21638464,0.00965143587692402,3.26617838769416
"73","% denovo","chr1",21640961,21640961,0.00967342329215843,3.26617838769416
"74","% denovo","chr1",22062131,22062131,0.0460434388054501,3.26617838769416
"75","% denovo","chr1",22104486,22104486,0.101503686409794,3.26617838769416
"76","% denovo","chr1",22104600,22104600,0.101626922925057,3.26617838769416
"77","% denovo","chr1",22168405,22168405,0.101746318284794,3.26617838769416
"78","% denovo","chr1",22400540,22400540,0.107901380516821,3.26617838769416
"79","% denovo","chr1",23145049,23145049,0.0959480689181126,3.26617838769416
"80","% denovo","chr1",23152100,23152100,0.0966242883062662,3.26617838769416
"81","% denovo","chr1",23379426,23379426,0.0966242883064143,3.26617838769416
"82","% denovo","chr1",23495995,23495995,0.0967281110120783,3.26617838769416
"83","% denovo","chr1",23576777,23576777,0.117087477852745,3.26617838769416
"84","% denovo","chr1",23815235,23815235,0.117203101813559,3.26617838769416
"85","% denovo","chr1",23996126,23996126,0.117316045733895,3.26617838769416
"86","% denovo","chr1",24109329,24109329,0.117316045733994,3.26617838769416
"87","% denovo","chr1",25237332,25237332,0.117429857712278,3.26617838769416
"88","% denovo","chr1",25298573,25298573,0.202795061549614,3.26617838769416
"89","% denovo","chr1",25351001,25351001,0.20294279873777,3.26617838769416
"90","% denovo","chr1",25432521,25432521,0.312744845503612,3.26617838769416
"91","% denovo","chr1",25575438,25575438,0.302291811449358,3.26617838769416
"92","% denovo","chr1",25700998,25700998,0.302743085311201,3.26617838769416
"93","% denovo","chr1",25827733,25827733,0.217772249186867,3.26617838769416
"94","% denovo","chr1",26858757,26858757,0.217772249186966,3.26617838769416
"95","% denovo","chr1",27253420,27253420,0.264089509303582,3.26617838769416
"96","% denovo","chr1",27306300,27306300,0.26426273721217,3.26617838769416
"97","% denovo","chr1",28502227,28502227,0.264262737212269,3.26617838769416
"98","% denovo","chr1",28761550,28761550,0.292538404491039,3.26617838769416
"99","% denovo","chr1",29076562,29076562,0.292538404491138,3.26617838769416
"100","% denovo","chr1",29088485,29088485,0.353938191921403,3.26617838769416
"101","% denovo","chr1",29155851,29155851,0.354036912500232,3.26617838769416
"102","% denovo","chr1",30126538,30126538,0.354036912500282,3.26617838769416
"103","% denovo","chr1",30701800,30701800,0.626309982312154,3.26617838769416
"104","% denovo","chr1",30813482,30813482,0.626418358297179,3.26617838769416
"105","% denovo","chr1",30851224,30851224,0.626486160528963,3.26617838769416
"106","% denovo","chr1",31062737,31062737,0.626486160529012,3.26617838769416
"107","% denovo","chr1",31659464,31659464,0.892548542436204,3.26617838769416
"108","% denovo","chr1",32082234,32082234,0.89354761124425,3.26617838769416
"109","% denovo","chr1",32159237,32159237,0.893547616966005,3.26617838769416
"110","% denovo","chr1",32343834,32343834,0.0734486950193849,3.26617838769416
"111","% denovo","chr1",32498420,32498420,0.0734486950193355,3.26617838769416
"112","% denovo","chr1",33368251,33368251,0.0710211854992366,3.26617838769416
"113","% denovo","chr1",33721638,33721638,0.0952385121553985,3.26617838769416
"114","% denovo","chr1",34162961,34162961,0.0952387132350733,3.26617838769416
"115","% denovo","chr1",34536447,34536447,0.119451576931532,3.26617838769416
"116","% denovo","chr1",34552517,34552517,0.119451576931433,3.26617838769416
"117","% denovo","chr1",34951753,34951753,0.119387278065527,3.26617838769416
"118","% denovo","chr1",35190338,35190338,0.079353502703343,3.26617838769416
"119","% denovo","chr1",35538546,35538546,0.0875245476288107,3.26617838769416
"120","% denovo","chr1",35723979,35723979,0.144292912353685,3.26617838769416
"121","% denovo","chr1",35935430,35935430,0.143970673049469,3.26617838769416
"122","% denovo","chr1",35995739,35995739,0.144192263032532,3.26617838769416
"123","% denovo","chr1",37557939,37557939,0.14419226303268,3.26617838769416
"124","% denovo","chr1",37632490,37632490,0.0630557858608898,3.26617838769416
"125","% denovo","chr1",37639250,37639250,0.0650384366255761,3.26617838769416
"126","% denovo","chr1",37670630,37670630,0.0650384366258723,3.26617838769416
"127","% denovo","chr1",37685650,37685650,0.255349670768655,3.26617838769416
"128","% denovo","chr1",37710746,37710746,0.255873843629716,3.26617838769416
"129","% denovo","chr1",37820001,37820001,0.255873843630061,3.26617838769416
"130","% denovo","chr1",37893993,37893993,0.256258969681084,3.26617838769416
"131","% denovo","chr1",38128287,38128287,0.256522684822181,3.26617838769416
"132","% denovo","chr1",38225635,38225635,0.144000285327538,3.26617838769416
"133","% denovo","chr1",38394703,38394703,0.14409936697664,3.26617838769416
"134","% denovo","chr1",38477112,38477112,0.145431453219334,3.26617838769416
"135","% denovo","chr1",39016071,39016071,0.145431454902874,3.26617838769416
"136","% denovo","chr1",39020746,39020746,0.144696607965526,3.26617838769416
"137","% denovo","chr1",39140420,39140420,0.531826858205955,3.26617838769416
"138","% denovo","chr1",39141201,39141201,0.531786172952538,3.26617838769416
"139","% denovo","chr1",39232378,39232378,0.422950258148771,3.26617838769416
"140","% denovo","chr1",39261548,39261548,0.422748229689761,3.26617838769416
"141","% denovo","chr1",39262262,39262262,0.422622723298502,3.26617838769416
"142","% denovo","chr1",39521927,39521927,0.520866172593998,3.26617838769416
"143","% denovo","chr1",40866894,40866894,0.30247660634688,3.26617838769416
"144","% denovo","chr1",40874692,40874692,0.302706786796156,3.26617838769416
"145","% denovo","chr1",40931804,40931804,0.302706786796057,3.26617838769416
"146","% denovo","chr1",41290131,41290131,0.324694099280971,3.26617838769416
"147","% denovo","chr1",41584822,41584822,0.487380633813944,3.26617838769416
"148","% denovo","chr1",41612357,41612357,0.487380633813845,3.26617838769416
"149","% denovo","chr1",41796848,41796848,0.441506462972458,3.26617838769416
"150","% denovo","chr1",42096274,42096274,0.441374345592945,3.26617838769416
"151","% denovo","chr1",42097815,42097815,0.441060003134988,3.26617838769416
"152","% denovo","chr1",42135288,42135288,0.440873370820588,3.26617838769416
"153","% denovo","chr1",42159678,42159678,0.440666799383073,3.26617838769416
"154","% denovo","chr1",42247552,42247552,0.440440324037944,3.26617838769416
"155","% denovo","chr1",42248208,42248208,0.44018708610339,3.26617838769416
"156","% denovo","chr1",43215598,43215598,0.8987956905236,3.26617838769416
"157","% denovo","chr1",43300011,43300011,0.898795690523057,3.26617838769416
"158","% denovo","chr1",43444338,43444338,0.89738111032281,3.26617838769416
"159","% denovo","chr1",43487116,43487116,0.897381110322267,3.26617838769416
"160","% denovo","chr1",43564847,43564847,0.91474112946208,3.26617838769416
"161","% denovo","chr1",43609717,43609717,0.817264339138695,3.26617838769416
"162","% denovo","chr1",43685749,43685749,0.817263552890277,3.26617838769416
"163","% denovo","chr1",43686349,43686349,0.837494256754333,3.26617838769416
"164","% denovo","chr1",43686478,43686478,0.927432140332365,3.26617838769416
"165","% denovo","chr1",43736497,43736497,0.911504402157582,3.26617838769416
"166","% denovo","chr1",43826691,43826691,0.911504402053898,3.26617838769416
"167","% denovo","chr1",44061378,44061378,0.910446655245563,3.26617838769416
"168","% denovo","chr1",44067814,44067814,0.910446655244674,3.26617838769416
"169","% denovo","chr1",44180897,44180897,0.909361871950462,3.26617838769416
"170","% denovo","chr1",44465508,44465508,0.909361871949573,3.26617838769416
"171","% denovo","chr1",45598788,45598788,0.537858220113806,3.26617838769416
"172","% denovo","chr1",45915046,45915046,0.547263239446426,3.26617838769416
"173","% denovo","chr1",46847534,46847534,0.547263239445784,3.26617838769416
"174","% denovo","chr1",46868702,46868702,0.627913001033759,3.26617838769416
"175","% denovo","chr1",46868827,46868827,0.6269881594734,3.26617838769416
"176","% denovo","chr1",46896797,46896797,0.626034741181093,3.26617838769416
"177","% denovo","chr1",46908195,46908195,0.591779919932489,3.26617838769416
"178","% denovo","chr1",46926036,46926036,0.145212072958031,3.26617838769416
"179","% denovo","chr1",47189877,47189877,0.145176912955358,3.26617838769416
"180","% denovo","chr1",47204083,47204083,0.145127293722251,3.26617838769416
"181","% denovo","chr1",47204173,47204173,0.1450962631917,3.26617838769416
"182","% denovo","chr1",50870469,50870469,0.14509626319165,3.26617838769416
"183","% denovo","chr1",51226345,51226345,0.14512997180102,3.26617838769416
"184","% denovo","chr1",51381520,51381520,0.145129971269957,3.26617838769416
"185","% denovo","chr1",51967970,51967970,0.0372763495903647,3.26617838769416
"186","% denovo","chr1",53011522,53011522,0.0372763536764223,3.26617838769416
"187","% denovo","chr1",54091003,54091003,0.000196616948620681,3.26617838769416
"188","% denovo","chr1",54173819,54173819,0.000198052160429293,3.26617838769416
"189","% denovo","chr1",54198326,54198326,0.000198052160429293,3.26617838769416
"190","% denovo","chr1",54310319,54310319,0.000198900315696136,3.26617838769416
"191","% denovo","chr1",54475307,54475307,0.000198900315696136,3.26617838769416
"192","% denovo","chr1",55127480,55127480,0.176612785423032,3.26617838769416
"193","% denovo","chr1",57596351,57596351,0.27893904048486,3.26617838769416
"194","% denovo","chr1",57825372,57825372,0.278949867791512,3.26617838769416
"195","% denovo","chr1",58115651,58115651,0.141929069399335,3.26617838769416
"196","% denovo","chr1",58141073,58141073,0.141884886307263,3.26617838769416
"197","% denovo","chr1",58184930,58184930,0.141884886307263,3.26617838769416
"198","% denovo","chr1",58376427,58376427,0.141867006523457,3.26617838769416
"199","% denovo","chr1",58402372,58402372,0.141867006523457,3.26617838769416
"200","% denovo","chr1",58586827,58586827,0.141700502681328,3.26617838769416
"201","% denovo","chr1",59076759,59076759,0.14150799182294,3.26617838769416
"202","% denovo","chr1",59379132,59379132,0.0483904001281547,3.26617838769416
"203","% denovo","chr1",60644129,60644129,0.0824438626054948,3.26617838769416
"204","% denovo","chr1",61386948,61386948,0.0819220541672047,3.26617838769416
"205","% denovo","chr1",62609193,62609193,0.214460546201676,3.26617838769416
"206","% denovo","chr1",62725845,62725845,0.214460546201626,3.26617838769416
"207","% denovo","chr1",62784088,62784088,0.0721043377090495,3.26617838769416
"208","% denovo","chr1",63144761,63144761,0.0718534029889546,3.26617838769416
"209","% denovo","chr1",63579559,63579559,0.0718534029889546,3.26617838769416
"210","% denovo","chr1",63884545,63884545,0.0718534029889052,3.26617838769416
"211","% denovo","chr1",64201441,64201441,0.0718534029889052,3.26617838769416
"212","% denovo","chr1",64650709,64650709,0.0718534029889052,3.26617838769416
"213","% denovo","chr1",65163550,65163550,0.19621967236357,3.26617838769416
"214","% denovo","chr1",65168224,65168224,0.196185178877924,3.26617838769416
"215","% denovo","chr1",65219730,65219730,0.219943468894027,3.26617838769416
"216","% denovo","chr1",65504911,65504911,0.219943615131618,3.26617838769416
"217","% denovo","chr1",66158651,66158651,0.219943615146134,3.26617838769416
"218","% denovo","chr1",66197457,66197457,0.168268545421065,3.26617838769416
"219","% denovo","chr1",66201739,66201739,0.168268545421065,3.26617838769416
"220","% denovo","chr1",66343557,66343557,0.176968771361127,3.26617838769416
"221","% denovo","chr1",66355777,66355777,0.176968771361127,3.26617838769416
"222","% denovo","chr1",66602657,66602657,0.176968769196096,3.26617838769416
"223","% denovo","chr1",66636909,66636909,0.0308799554764517,3.26617838769416
"224","% denovo","chr1",66716413,66716413,0.0308799554764517,3.26617838769416
"225","% denovo","chr1",67777159,67777159,0.0308577609698665,3.26617838769416
"226","% denovo","chr1",68075440,68075440,0.0308097052001589,3.26617838769416
"227","% denovo","chr1",68110034,68110034,0.0307862582345152,3.26617838769416
"228","% denovo","chr1",68928888,68928888,0.0307862582345152,3.26617838769416
"229","% denovo","chr1",68938863,68938863,0.0995073762029532,3.26617838769416
"230","% denovo","chr1",69312760,69312760,0.0995073762029532,3.26617838769416
"231","% denovo","chr1",70132160,70132160,0.105018912480868,3.26617838769416
"232","% denovo","chr1",70759517,70759517,0.172775896652245,3.26617838769416
"233","% denovo","chr1",72503279,72503279,0.224750673840224,3.26617838769416
"234","% denovo","chr1",72626982,72626982,0.224484348118368,3.26617838769416
"235","% denovo","chr1",72688733,72688733,0.188805693570744,3.26617838769416
"236","% denovo","chr1",73103298,73103298,0.188805598519865,3.26617838769416
"237","% denovo","chr1",73111686,73111686,0.176629534512326,3.26617838769416
"238","% denovo","chr1",73211212,73211212,0.176629534512277,3.26617838769416
"239","% denovo","chr1",73222225,73222225,0.174491395641491,3.26617838769416
"240","% denovo","chr1",73418157,73418157,5.42168178864084e-06,3.26617838769416
"241","% denovo","chr1",73490626,73490626,2.5804437751745e-07,3.26617838769416
"242","% denovo","chr1",74072831,74072831,0.0205501546105213,3.26617838769416
"243","% denovo","chr1",74916505,74916505,0.0263123753034601,3.26617838769416
"244","% denovo","chr1",75558677,75558677,0.0263124168397133,3.26617838769416
"245","% denovo","chr1",76029963,76029963,0.0322533982168114,3.26617838769416
"246","% denovo","chr1",76390096,76390096,0.0322533982173545,3.26617838769416
"247","% denovo","chr1",76451132,76451132,0.0168310021740773,3.26617838769416
"248","% denovo","chr1",76521721,76521721,0.0173830431054758,3.26617838769416
"249","% denovo","chr1",76636848,76636848,0.0173830431059202,3.26617838769416
"250","% denovo","chr1",78233988,78233988,0.00236340005109396,3.26617838769416
"251","% denovo","chr1",78859627,78859627,0.0282534413451696,3.26617838769416
"252","% denovo","chr1",78932505,78932505,0.0350985661869776,3.26617838769416
"253","% denovo","chr1",78940498,78940498,0.0361150760239412,3.26617838769416
"254","% denovo","chr1",79617900,79617900,0.0361150760247312,3.26617838769416
"255","% denovo","chr1",79806273,79806273,0.0392273620907522,3.26617838769416
"256","% denovo","chr1",80325854,80325854,0.0835728467415263,3.26617838769416
"257","% denovo","chr1",80555894,80555894,0.0835728467427607,3.26617838769416
"258","% denovo","chr1",80783678,80783678,0.0497425055855401,3.26617838769416
"259","% denovo","chr1",82904440,82904440,0.0457730433664735,3.26617838769416
"260","% denovo","chr1",83389081,83389081,0.0457730433728427,3.26617838769416
"261","% denovo","chr1",83925990,83925990,0.195189684706202,3.26617838769416
"262","% denovo","chr1",84714162,84714162,0.0554235376825761,3.26617838769416
"263","% denovo","chr1",85791405,85791405,0.039016787285155,3.26617838769416
"264","% denovo","chr1",85944096,85944096,0.0401548050117011,3.26617838769416
"265","% denovo","chr1",86219838,86219838,0.040381157571733,3.26617838769416
"266","% denovo","chr1",87269921,87269921,0.0403811575719305,3.26617838769416
"267","% denovo","chr1",87287919,87287919,0.0146168280122946,3.26617838769416
"268","% denovo","chr1",87338838,87338838,0.0143484794294575,3.26617838769416
"269","% denovo","chr1",87468824,87468824,0.0143484794293587,3.26617838769416
"270","% denovo","chr1",87489637,87489637,0.0142073328935219,3.26617838769416
"271","% denovo","chr1",87545169,87545169,0.0142073328934231,3.26617838769416
"272","% denovo","chr1",87916394,87916394,0.0646176390682511,3.26617838769416
"273","% denovo","chr1",88096695,88096695,0.0646184282353878,3.26617838769416
"274","% denovo","chr1",88128186,88128186,0.160897448020995,3.26617838769416
"275","% denovo","chr1",88164636,88164636,0.160772832123577,3.26617838769416
"276","% denovo","chr1",88349770,88349770,0.150143505371111,3.26617838769416
"277","% denovo","chr1",90087781,90087781,0.150143505370716,3.26617838769416
"278","% denovo","chr1",90185940,90185940,0.13103792895745,3.26617838769416
"279","% denovo","chr1",90312318,90312318,0.13103792895745,3.26617838769416
"280","% denovo","chr1",91097803,91097803,0.140534741459976,3.26617838769416
"281","% denovo","chr1",91098172,91098172,0.140534741463086,3.26617838769416
"282","% denovo","chr1",91100378,91100378,0.144372882296758,3.26617838769416
"283","% denovo","chr1",91322318,91322318,0.148082341550354,3.26617838769416
"284","% denovo","chr1",91653396,91653396,0.148082341553217,3.26617838769416
"285","% denovo","chr1",92257101,92257101,0.0753914303381688,3.26617838769416
"286","% denovo","chr1",92295230,92295230,0.126406358729868,3.26617838769416
"287","% denovo","chr1",92373273,92373273,0.248369622402916,3.26617838769416
"288","% denovo","chr1",92508991,92508991,0.248369622401682,3.26617838769416
"289","% denovo","chr1",92711740,92711740,0.25264937818622,3.26617838769416
"290","% denovo","chr1",93149541,93149541,0.2526493944595,3.26617838769416
"291","% denovo","chr1",93251504,93251504,0.0227812844584726,3.26617838769416
"292","% denovo","chr1",93672836,93672836,0.0227812844580776,3.26617838769416
"293","% denovo","chr1",93673177,93673177,0.00469504518785208,3.26617838769416
"294","% denovo","chr1",94023167,94023167,0.00469504518760521,3.26617838769416
"295","% denovo","chr1",94269488,94269488,0.00709639049657508,3.26617838769416
"296","% denovo","chr1",94379159,94379159,0.00661200036304878,3.26617838769416
"297","% denovo","chr1",94523242,94523242,0.00614683261770665,3.26617838769416
"298","% denovo","chr1",95094462,95094462,0.0314706592400561,3.26617838769416
"299","% denovo","chr1",97019222,97019222,0.0314706592405498,3.26617838769416
"300","% denovo","chr1",97785720,97785720,0.0321360307228567,3.26617838769416
"301","% denovo","chr1",98062075,98062075,0.143459516182002,3.26617838769416
"302","% denovo","chr1",98336438,98336438,0.144884895861859,3.26617838769416
"303","% denovo","chr1",98606933,98606933,0.14629643105183,3.26617838769416
"304","% denovo","chr1",98793301,98793301,0.182961039941192,3.26617838769416
"305","% denovo","chr1",99267827,99267827,0.182961039942476,3.26617838769416
"306","% denovo","chr1",99889757,99889757,0.263608932667943,3.26617838769416
"307","% denovo","chr1",99889934,99889934,0.265473148263693,3.26617838769416
"308","% denovo","chr1",99904910,99904910,0.267316616226654,3.26617838769416
"309","% denovo","chr1",100765499,100765499,0.267316616228135,3.26617838769416
"310","% denovo","chr1",101005107,101005107,0.210217779592439,3.26617838769416
"311","% denovo","chr1",103724864,103724864,0.143475459286535,3.26617838769416
"312","% denovo","chr1",104776951,104776951,0.14347518922157,3.26617838769416
"313","% denovo","chr1",104876883,104876883,0.148366636245413,3.26617838769416
"314","% denovo","chr1",105111772,105111772,0.1483666362465,3.26617838769416
"315","% denovo","chr1",105583184,105583184,0.148453015402824,3.26617838769416
"316","% denovo","chr1",105777024,105777024,0.132239192355201,3.26617838769416
"317","% denovo","chr1",106319361,106319361,0.132239105805463,3.26617838769416
"318","% denovo","chr1",106321454,106321454,0.121957018944673,3.26617838769416
"319","% denovo","chr1",106390737,106390737,0.121957018945661,3.26617838769416
"320","% denovo","chr1",106591071,106591071,0.262910133357122,3.26617838769416
"321","% denovo","chr1",106591714,106591714,0.263897714457245,3.26617838769416
"322","% denovo","chr1",106729016,106729016,0.263897714457986,3.26617838769416
"323","% denovo","chr1",106835365,106835365,0.209911947947259,3.26617838769416
"324","% denovo","chr1",107486168,107486168,0.374373600456769,3.26617838769416
"325","% denovo","chr1",108383180,108383180,0.374373199164172,3.26617838769416
"326","% denovo","chr1",108386362,108386362,0.325725424952357,3.26617838769416
"327","% denovo","chr1",108912083,108912083,0.325725424953147,3.26617838769416
"328","% denovo","chr1",108971258,108971258,0.327796010977884,3.26617838769416
"329","% denovo","chr1",109064276,109064276,1.17651751314458,3.26617838769416
"330","% denovo","chr1",109228102,109228102,1.17651751314601,3.26617838769416
"331","% denovo","chr1",109540731,109540731,1.40001912625246,3.26617838769416
"332","% denovo","chr1",109631744,109631744,1.40179260371854,3.26617838769416
"333","% denovo","chr1",110466532,110466532,1.40179260371988,3.26617838769416
"334","% denovo","chr1",110950866,110950866,1.40179260372126,3.26617838769416
"335","% denovo","chr1",113394307,113394307,1.40343730599385,3.26617838769416
"336","% denovo","chr1",114016746,114016746,1.41540515477827,3.26617838769416
"337","% denovo","chr1",115287745,115287745,1.41540515477946,3.26617838769416
"338","% denovo","chr1",115659440,115659440,1.2105889139528,3.26617838769416
"339","% denovo","chr1",115938445,115938445,1.48899827358202,3.26617838769416
"340","% denovo","chr1",115951738,115951738,1.48938264582671,3.26617838769416
"341","% denovo","chr1",116037566,116037566,1.489382645827,3.26617838769416
"342","% denovo","chr1",116103811,116103811,1.8627373707815,3.26617838769416
"343","% denovo","chr1",116490700,116490700,1.86273737078185,3.26617838769416
"344","% denovo","chr1",116557932,116557932,1.86319451387148,3.26617838769416
"345","% denovo","chr1",117085254,117085254,2.13032431287479,3.26617838769416
"346","% denovo","chr1",118705730,118705730,2.13032431287519,3.26617838769416
"347","% denovo","chr1",118850330,118850330,1.95490627070709,3.26617838769416
"348","% denovo","chr1",118852804,118852804,1.95533793961391,3.26617838769416
"349","% denovo","chr1",118988073,118988073,1.85504609728958,3.26617838769416
"350","% denovo","chr1",120061123,120061123,1.82754800050508,3.26617838769416
"351","% denovo","chr1",120112911,120112911,1.9932301905853,3.26617838769416
"352","% denovo","chr1",120147866,120147866,1.99367854313498,3.26617838769416
"353","% denovo","chr1",120894306,120894306,1.99367854313533,3.26617838769416
"354","% denovo","chr1",121148291,121148291,1.89443085086714,3.26617838769416
"355","% denovo","chr1",121329451,121329451,1.72403198418872,3.26617838769416
"356","% denovo","chr1",121352957,121352957,1.72437191666338,3.26617838769416
"357","% denovo","chr1",122388352,122388352,1.72426484734337,3.26617838769416
"358","% denovo","chr1",123990777,123990777,1.90214483710328,3.26617838769416
"359","% denovo","chr1",124504810,124504810,1.90214483710017,3.26617838769416
"360","% denovo","chr1",124541277,124541277,1.22710938197853,3.26617838769416
"361","% denovo","chr1",125823267,125823267,1.22710938197572,3.26617838769416
"362","% denovo","chr1",126078905,126078905,1.2235995286753,3.26617838769416
"363","% denovo","chr1",126340209,126340209,1.22359952867254,3.26617838769416
"364","% denovo","chr1",126657091,126657091,1.04943568913204,3.26617838769416
"365","% denovo","chr1",126672811,126672811,1.04245910348599,3.26617838769416
"366","% denovo","chr1",126721879,126721879,1.04245910348322,3.26617838769416
"367","% denovo","chr1",126729134,126729134,1.21472074474423,3.26617838769416
"368","% denovo","chr1",126926140,126926140,1.21472074474122,3.26617838769416
"369","% denovo","chr1",127036771,127036771,1.21088883459946,3.26617838769416
"370","% denovo","chr1",127043582,127043582,1.2108888345964,3.26617838769416
"371","% denovo","chr1",127049404,127049404,1.35643520831516,3.26617838769416
"372","% denovo","chr1",127149340,127149340,1.35643521725262,3.26617838769416
"373","% denovo","chr1",127154464,127154464,1.34861352607869,3.26617838769416
"374","% denovo","chr1",127168237,127168237,1.34861352607524,3.26617838769416
"375","% denovo","chr1",128543327,128543327,1.34861352607173,3.26617838769416
"376","% denovo","chr1",128543687,128543687,1.40689625893477,3.26617838769416
"377","% denovo","chr1",128544902,128544902,0.985243158197602,3.26617838769416
"378","% denovo","chr1",128589065,128589065,1.04538652778791,3.26617838769416
"379","% denovo","chr1",130850953,130850953,1.04538702008439,3.26617838769416
"380","% denovo","chr1",130863937,130863937,1.21562327682756,3.26617838769416
"381","% denovo","chr1",131330550,131330550,1.21562322162979,3.26617838769416
"382","% denovo","chr1",131595730,131595730,1.10692904707494,3.26617838769416
"383","% denovo","chr1",131661938,131661938,1.10303981000494,3.26617838769416
