"","epoch_grp","chr","pos","end","LOD","lod_thresh"
"220","1","chr1",66343557,66343557,0.202599166925307,3.5717710113988
"221","1","chr1",66355777,66355777,0.202599166925307,3.5717710113988
"222","1","chr1",66602657,66602657,0.202599166534272,3.5717710113988
"223","1","chr1",66636909,66636909,0.0641507560387726,3.5717710113988
"224","1","chr1",66716413,66716413,0.0641507560387634,3.5717710113988
"225","1","chr1",67777159,67777159,0.0641507548926733,3.5717710113988
"226","1","chr1",68075440,68075440,0.064150754892212,3.5717710113988
"227","1","chr1",68110034,68110034,0.0641507537427599,3.5717710113988
"228","1","chr1",68928888,68928888,0.0641507537427521,3.5717710113988
"229","1","chr1",68938863,68938863,5.88224913983526e-06,3.5717710113988
"230","1","chr1",69312760,69312760,5.88224913983526e-06,3.5717710113988
"231","1","chr1",70132160,70132160,5.83426866106392e-06,3.5717710113988
"232","1","chr1",70759517,70759517,0.103057658177478,3.5717710113988
"233","1","chr1",72503279,72503279,0.00429300726784963,3.5717710113988
"234","1","chr1",72626982,72626982,0.00429814744242826,3.5717710113988
"235","1","chr1",72688733,72688733,0.00420912901363788,3.5717710113988
"236","1","chr1",73103298,73103298,0.00420912773185536,3.5717710113988
"237","1","chr1",73111686,73111686,0.00401289574761645,3.5717710113988
"238","1","chr1",73211212,73211212,0.00401289574761645,3.5717710113988
"239","1","chr1",73222225,73222225,0.00400566679356246,3.5717710113988
"240","1","chr1",73418157,73418157,0.0630161505819042,3.5717710113988
"241","1","chr1",73490626,73490626,0.0630321614792107,3.5717710113988
"242","1","chr1",74072831,74072831,0.0677795310876565,3.5717710113988
"243","1","chr1",74916505,74916505,0.0677792467639731,3.5717710113988
"244","1","chr1",75558677,75558677,0.0677792467617266,3.5717710113988
"245","1","chr1",76029963,76029963,0.0677789624252708,3.5717710113988
"246","1","chr1",76390096,76390096,0.0677789624252662,3.5717710113988
"247","1","chr1",76451132,76451132,0.0630332594012918,3.5717710113988
"248","1","chr1",76521721,76521721,0.063031625462124,3.5717710113988
"249","1","chr1",76636848,76636848,0.0630316254621225,3.5717710113988
"250","1","chr1",78233988,78233988,0.00441067347682233,3.5717710113988
"251","1","chr1",78859627,78859627,0.00679671537601668,3.5717710113988
"252","1","chr1",78932505,78932505,0.00679998082231374,3.5717710113988
"253","1","chr1",78940498,78940498,0.00679998086789017,3.5717710113988
"254","1","chr1",79617900,79617900,0.00679998086788863,3.5717710113988
"255","1","chr1",79806273,79806273,0.00681215937321889,3.5717710113988
"256","1","chr1",80325854,80325854,0.0526239513246117,3.5717710113988
"257","1","chr1",80555894,80555894,0.0526239513246117,3.5717710113988
"258","1","chr1",80783678,80783678,0.0526252388007859,3.5717710113988
"259","1","chr1",82904440,82904440,0.144288014923935,3.5717710113988
"260","1","chr1",83389081,83389081,0.144288014923938,3.5717710113988
"261","1","chr1",83925990,83925990,0.219495067744429,3.5717710113988
"262","1","chr1",84714162,84714162,0.219536230945411,3.5717710113988
"263","1","chr1",85791405,85791405,0.144320499379642,3.5717710113988
"264","1","chr1",85944096,85944096,0.144288016141714,3.5717710113988
"265","1","chr1",86219838,86219838,0.144288015148187,3.5717710113988
"266","1","chr1",87269921,87269921,0.144288015148182,3.5717710113988
"267","1","chr1",87287919,87287919,0.0394553588294602,3.5717710113988
"268","1","chr1",87338838,87338838,0.0394404983777421,3.5717710113988
"269","1","chr1",87468824,87468824,0.0394404983777421,3.5717710113988
"270","1","chr1",87489637,87489637,0.0394404987712602,3.5717710113988
"271","1","chr1",87545169,87545169,0.0394404987712633,3.5717710113988
"272","1","chr1",87916394,87916394,0.0877011498968194,3.5717710113988
"273","1","chr1",88096695,88096695,0.087701581589645,3.5717710113988
"274","1","chr1",88128186,88128186,0.129111436788033,3.5717710113988
"275","1","chr1",88164636,88164636,0.129113672211905,3.5717710113988
"276","1","chr1",88349770,88349770,0.13860751988352,3.5717710113988
"277","1","chr1",90087781,90087781,0.138607519883517,3.5717710113988
"278","1","chr1",90185940,90185940,0.138607519710014,3.5717710113988
"279","1","chr1",90312318,90312318,0.138607519710014,3.5717710113988
"280","1","chr1",91097803,91097803,0.138607521333868,3.5717710113988
"281","1","chr1",91098172,91098172,0.138607521333873,3.5717710113988
"282","1","chr1",91100378,91100378,0.138607519710176,3.5717710113988
"283","1","chr1",91322318,91322318,0.138607519710012,3.5717710113988
"284","1","chr1",91653396,91653396,0.138607519710012,3.5717710113988
"285","1","chr1",92257101,92257101,0.138607519710014,3.5717710113988
"286","1","chr1",92295230,92295230,0.138607519710012,3.5717710113988
"287","1","chr1",92373273,92373273,0.138607519710014,3.5717710113988
"288","1","chr1",92508991,92508991,0.138607519710014,3.5717710113988
"289","1","chr1",92711740,92711740,0.138607517736822,3.5717710113988
"290","1","chr1",93149541,93149541,0.138607517736814,3.5717710113988
"291","1","chr1",93251504,93251504,0.0454404795535981,3.5717710113988
"292","1","chr1",93672836,93672836,0.0454404795535888,3.5717710113988
"293","1","chr1",93673177,93673177,0.013922762421957,3.5717710113988
"294","1","chr1",94023167,94023167,0.0139227624219554,3.5717710113988
"295","1","chr1",94269488,94269488,0.0139227621786734,3.5717710113988
"296","1","chr1",94379159,94379159,0.0139227622697568,3.5717710113988
"297","1","chr1",94523242,94523242,0.013923673277538,3.5717710113988
"298","1","chr1",95094462,95094462,0.0714258669807665,3.5717710113988
"299","1","chr1",97019222,97019222,0.0714258669807665,3.5717710113988
"300","1","chr1",97785720,97785720,0.0714258671495315,3.5717710113988
"301","1","chr1",98062075,98062075,0.071425867149547,3.5717710113988
"302","1","chr1",98336438,98336438,0.071425867149547,3.5717710113988
"303","1","chr1",98606933,98606933,0.071425867149547,3.5717710113988
"304","1","chr1",98793301,98793301,0.0714258671495485,3.5717710113988
"305","1","chr1",99267827,99267827,0.0714258671495485,3.5717710113988
"306","1","chr1",99889757,99889757,0.0714258671495485,3.5717710113988
"307","1","chr1",99889934,99889934,0.0714258671495485,3.5717710113988
"308","1","chr1",99904910,99904910,0.0714258671495485,3.5717710113988
"309","1","chr1",100765499,100765499,0.0714258671495485,3.5717710113988
"310","1","chr1",101005107,101005107,0.0714258671495485,3.5717710113988
"311","1","chr1",103724864,103724864,0.0714258671495485,3.5717710113988
"312","1","chr1",104776951,104776951,0.0714258671495485,3.5717710113988
"313","1","chr1",104876883,104876883,0.0714258671719055,3.5717710113988
"314","1","chr1",105111772,105111772,0.0714258671719055,3.5717710113988
"315","1","chr1",105583184,105583184,0.0714258671495516,3.5717710113988
"316","1","chr1",105777024,105777024,0.0714258671495485,3.5717710113988
"317","1","chr1",106319361,106319361,0.071425867149547,3.5717710113988
"318","1","chr1",106321454,106321454,0.0714258681399977,3.5717710113988
"319","1","chr1",106390737,106390737,0.071425868140007,3.5717710113988
"320","1","chr1",106591071,106591071,0.190112420535024,3.5717710113988
"321","1","chr1",106591714,106591714,0.190124045038911,3.5717710113988
"322","1","chr1",106729016,106729016,0.190124045038911,3.5717710113988
"323","1","chr1",106835365,106835365,0.190116421723589,3.5717710113988
"324","1","chr1",107486168,107486168,0.0114205885470059,3.5717710113988
"325","1","chr1",108383180,108383180,0.0114205202048314,3.5717710113988
"326","1","chr1",108386362,108386362,0.00444939771467487,3.5717710113988
"327","1","chr1",108912083,108912083,0.00444939771467333,3.5717710113988
"328","1","chr1",108971258,108971258,0.00444542961016949,3.5717710113988
"329","1","chr1",109064276,109064276,0.0571301515249461,3.5717710113988
"330","1","chr1",109228102,109228102,0.0571301515249538,3.5717710113988
"331","1","chr1",109540731,109540731,0.0571301521870657,3.5717710113988
"332","1","chr1",109631744,109631744,0.0571301521871583,3.5717710113988
"333","1","chr1",110466532,110466532,0.0571301521871583,3.5717710113988
"334","1","chr1",110950866,110950866,0.0571301521871583,3.5717710113988
"335","1","chr1",113394307,113394307,0.0571243174969457,3.5717710113988
"336","1","chr1",114016746,114016746,0.057130152187021,3.5717710113988
"337","1","chr1",115287745,115287745,0.057130152187021,3.5717710113988
"338","1","chr1",115659440,115659440,0.057131436984008,3.5717710113988
"339","1","chr1",115938445,115938445,0.0538353131542939,3.5717710113988
"340","1","chr1",115951738,115951738,0.0538341191183253,3.5717710113988
"341","1","chr1",116037566,116037566,0.0538341191183253,3.5717710113988
"342","1","chr1",116103811,116103811,0.053834119118313,3.5717710113988
"343","1","chr1",116490700,116490700,0.053834119118313,3.5717710113988
"344","1","chr1",116557932,116557932,0.0538341191183145,3.5717710113988
"345","1","chr1",117085254,117085254,0.053834119118313,3.5717710113988
"346","1","chr1",118705730,118705730,0.053834119118313,3.5717710113988
"347","1","chr1",118850330,118850330,0.0538341191183145,3.5717710113988
"348","1","chr1",118852804,118852804,0.0538341191183515,3.5717710113988
"349","1","chr1",118988073,118988073,0.0538341194887505,3.5717710113988
"350","1","chr1",120061123,120061123,0.0538378232713796,3.5717710113988
"351","1","chr1",120112911,120112911,0.143494439233416,3.5717710113988
"352","1","chr1",120147866,120147866,0.143498902648413,3.5717710113988
"353","1","chr1",120894306,120894306,0.143498902648413,3.5717710113988
"354","1","chr1",121148291,121148291,0.143498902648458,3.5717710113988
"355","1","chr1",121329451,121329451,0.143498902640054,3.5717710113988
"356","1","chr1",121352957,121352957,0.143498874897491,3.5717710113988
"357","1","chr1",122388352,122388352,0.143498899200106,3.5717710113988
"358","1","chr1",123990777,123990777,0.143498898286223,3.5717710113988
"359","1","chr1",124504810,124504810,0.143498898286209,3.5717710113988
"360","1","chr1",124541277,124541277,0.0256885611513003,3.5717710113988
"361","1","chr1",125823267,125823267,0.0256885611512956,3.5717710113988
"362","1","chr1",126078905,126078905,0.025688560440631,3.5717710113988
"363","1","chr1",126340209,126340209,0.025688560440631,3.5717710113988
"364","1","chr1",126657091,126657091,0.025688560440631,3.5717710113988
"365","1","chr1",126672811,126672811,0.025688560440631,3.5717710113988
"366","1","chr1",126721879,126721879,0.025688560440631,3.5717710113988
"367","1","chr1",126729134,126729134,0.0256885596820263,3.5717710113988
"368","1","chr1",126926140,126926140,0.0256885596820247,3.5717710113988
"369","1","chr1",127036771,127036771,0.0256885604726097,3.5717710113988
"370","1","chr1",127043582,127043582,0.0256885604726097,3.5717710113988
"371","1","chr1",127049404,127049404,0.0336060251529747,3.5717710113988
"372","1","chr1",127149340,127149340,0.0336060388337094,3.5717710113988
"373","1","chr1",127154464,127154464,0.0349605856268961,3.5717710113988
"374","1","chr1",127168237,127168237,0.0349605856268961,3.5717710113988
"375","1","chr1",128543327,128543327,0.0349605856268961,3.5717710113988
"376","1","chr1",128543687,128543687,0.0349605858137596,3.5717710113988
"377","1","chr1",128544902,128544902,0.0349662355659434,3.5717710113988
"378","1","chr1",128589065,128589065,0.0349605856270704,3.5717710113988
"379","1","chr1",130850953,130850953,0.0349605856270673,3.5717710113988
"380","1","chr1",130863937,130863937,0.0349605856268961,3.5717710113988
"381","1","chr1",131330550,131330550,0.0349605856268961,3.5717710113988
"382","1","chr1",131595730,131595730,0.0349605856268961,3.5717710113988
"383","1","chr1",131661938,131661938,0.0349605856268961,3.5717710113988
"384","1","chr1",132035118,132035118,0.0349605856268961,3.5717710113988
"385","1","chr1",132495600,132495600,0.0349605856268961,3.5717710113988
"386","1","chr1",132628058,132628058,0.0349605856268961,3.5717710113988
"387","1","chr1",133156614,133156614,0.0349605856268961,3.5717710113988
"388","1","chr1",133168278,133168278,0.0349605856268961,3.5717710113988
"389","1","chr1",133884527,133884527,0.0349605856268961,3.5717710113988
"390","1","chr1",133975583,133975583,0.0349605856268961,3.5717710113988
"391","1","chr1",134210714,134210714,0.0349605856268961,3.5717710113988
"392","1","chr1",135170068,135170068,0.0349605856268961,3.5717710113988
"393","1","chr1",135483822,135483822,0.0349605856268961,3.5717710113988
"394","1","chr1",135562623,135562623,0.0349605856268961,3.5717710113988
"395","1","chr1",136317917,136317917,0.0349605856268961,3.5717710113988
"396","1","chr1",136537577,136537577,0.0349605856268991,3.5717710113988
"397","1","chr1",136554384,136554384,0.0349605856268961,3.5717710113988
"398","1","chr1",136566409,136566409,0.0349605856268544,3.5717710113988
"399","1","chr1",137433396,137433396,0.0349605856268528,3.5717710113988
"400","1","chr1",138573759,138573759,0.0349471573161714,3.5717710113988
"401","1","chr1",138606530,138606530,0.034960586104863,3.5717710113988
"402","1","chr1",139231587,139231587,0.0349605861048677,3.5717710113988
"403","1","chr1",139521091,139521091,0.315177944322856,3.5717710113988
"404","1","chr1",139601839,139601839,0.315177944322865,3.5717710113988
"405","1","chr1",139806775,139806775,0.315177946809972,3.5717710113988
"406","1","chr1",139959904,139959904,0.315177946809972,3.5717710113988
"407","1","chr1",142965852,142965852,0.315167245084513,3.5717710113988
"408","1","chr1",145201671,145201671,0.0639899619609781,3.5717710113988
"409","1","chr1",145376780,145376780,0.0639569851290983,3.5717710113988
"410","1","chr1",145394499,145394499,0.0639569842061212,3.5717710113988
"411","1","chr1",146268884,146268884,0.0639569842061212,3.5717710113988
"412","1","chr1",146663267,146663267,0.0639569842061227,3.5717710113988
"413","1","chr1",146745009,146745009,0.0639569842061103,3.5717710113988
"414","1","chr1",146782668,146782668,0.0639569842061103,3.5717710113988
"415","1","chr1",146870515,146870515,0.063956984206115,3.5717710113988
"416","1","chr1",146963443,146963443,0.063956984206115,3.5717710113988
